Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,-25.7268960625
1,2040-2059,-24.621043
1,2060-2079,-23.5855568125
1,2080-2099,-22.350917125
2,2020-2039,-24.47803375
2,2040-2059,-23.7246666875
2,2060-2079,-22.4760393125
2,2080-2099,-21.287702250000002
3,2020-2039,-18.4298058125
3,2040-2059,-17.7201031875
3,2060-2079,-16.8763561875
3,2080-2099,-15.693797375
4,2020-2039,-9.659826675
4,2040-2059,-9.0334763
4,2060-2079,-8.21166944375
4,2080-2099,-7.1185588937499995
5,2020-2039,-0.30288138937500003
5,2040-2059,0.28649472249999997
5,2060-2079,1.0827873500000003
5,2080-2099,1.868649626875
6,2020-2039,7.769116975
6,2040-2059,8.39172285625
6,2060-2079,9.192337081249999
6,2080-2099,9.937151075
7,2020-2039,11.33784428125
7,2040-2059,11.9341944375
7,2060-2079,12.74219875
7,2080-2099,13.440126937499999
8,2020-2039,8.796106074999999
8,2040-2059,9.3886968875
8,2060-2079,10.186927225000002
8,2080-2099,10.990407124999999
9,2020-2039,2.57449308125
9,2040-2059,3.0990108187499996
9,2060-2079,3.9491163087500003
9,2080-2099,4.688084484999999
10,2020-2039,-6.452135012499999
10,2040-2059,-5.825750633749999
10,2060-2079,-4.624279950000001
10,2080-2099,-3.76351095125
11,2020-2039,-16.342522625000004
11,2040-2059,-15.310309937500001
11,2060-2079,-13.8920361875
11,2080-2099,-12.66066233125
12,2020-2039,-22.956502812500002
12,2040-2059,-21.7435009375
12,2060-2079,-20.516506437500002
12,2080-2099,-19.11927934375
