Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,20.9348215625
1,2040-2059,21.254199593750002
1,2060-2079,21.65249446875
1,2080-2099,22.308022375000004
2,2020-2039,21.1557895625
2,2040-2059,21.4616861875
2,2060-2079,21.881069562500002
2,2080-2099,22.438146687499998
3,2020-2039,19.52755625
3,2040-2059,19.775123500000007
3,2060-2079,20.30105725
3,2080-2099,20.6937993125
4,2020-2039,16.24879225
4,2040-2059,16.4572215625
4,2060-2079,17.0443081875
4,2080-2099,17.604929437499997
5,2020-2039,12.230119249999998
5,2040-2059,12.711238687500002
5,2060-2079,13.11229144375
5,2080-2099,13.5186060625
6,2020-2039,9.19537834375
6,2040-2059,9.71418424375
6,2060-2079,9.989191124999998
6,2080-2099,10.47135054375
7,2020-2039,8.4780307875
7,2040-2059,8.769404062500001
7,2060-2079,9.16336595625
7,2080-2099,9.610456262499998
8,2020-2039,9.727195331250002
8,2040-2059,9.91086094375
8,2060-2079,10.36769195
8,2080-2099,10.948726624999999
9,2020-2039,11.707873968749999
9,2040-2059,12.060616193749999
9,2060-2079,12.44604435625
9,2080-2099,13.000999937499998
10,2020-2039,13.924249156250001
10,2040-2059,14.407764062499998
10,2060-2079,14.7298358625
10,2080-2099,15.320655562499999
11,2020-2039,16.56003175
11,2040-2059,17.0095459375
11,2060-2079,17.4886859375
11,2080-2099,18.036063875000004
12,2020-2039,19.036500062499996
12,2040-2059,19.407793062500005
12,2060-2079,19.7455364375
12,2080-2099,20.316323375000003
