Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,15.01796346875
1,2040-2059,15.408406125000003
1,2060-2079,16.1612415625
1,2080-2099,16.842533124999996
2,2020-2039,16.314234624999997
2,2040-2059,16.6995040625
2,2060-2079,17.3385335
2,2080-2099,18.0230415
3,2020-2039,18.638351625
3,2040-2059,19.069616000000003
3,2060-2079,19.7303215625
3,2080-2099,20.357635624999997
4,2020-2039,21.436396437500004
4,2040-2059,21.9913589375
4,2060-2079,22.6167956875
4,2080-2099,23.2190315
5,2020-2039,24.2934929375
5,2040-2059,24.82866825
5,2060-2079,25.482360625
5,2080-2099,26.193408812500003
6,2020-2039,26.4727026875
6,2040-2059,27.031551062499997
6,2060-2079,27.650630500000002
6,2080-2099,28.295547437500005
7,2020-2039,26.57713175
7,2040-2059,27.018433499999997
7,2060-2079,27.515262874999998
7,2080-2099,28.140766375
8,2020-2039,25.9772168125
8,2040-2059,26.409406687499995
8,2060-2079,26.916024437500006
8,2080-2099,27.461093437499997
9,2020-2039,25.0559455625
9,2040-2059,25.566504249999998
9,2060-2079,26.096353937499998
9,2080-2099,26.6450849375
10,2020-2039,22.444810312499996
10,2040-2059,23.074666687500006
10,2060-2079,23.6596561875
10,2080-2099,24.372799187499997
11,2020-2039,19.429003062499998
11,2040-2059,19.9154110625
11,2060-2079,20.753672124999998
11,2080-2099,21.329525000000004
12,2020-2039,16.20461459375
12,2040-2059,16.738523062499997
12,2060-2079,17.419729874999998
12,2080-2099,18.0577549375
