Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,2.26676375125
1,2040-2059,2.6507993687499996
1,2060-2079,3.1599943918750006
1,2080-2099,3.604994425
2,2020-2039,2.375964134375
2,2040-2059,2.7716202812500006
2,2060-2079,3.1203723125
2,2080-2099,3.5522730062500005
3,2020-2039,3.4131124
3,2040-2059,3.8748708999999995
3,2060-2079,4.145810225000001
3,2080-2099,4.60436274375
4,2020-2039,5.707075962499999
4,2040-2059,6.202625718749999
4,2060-2079,6.302198868749999
4,2080-2099,6.981435893749999
5,2020-2039,8.988216825
5,2040-2059,9.478635562500001
5,2060-2079,9.852728562500001
5,2080-2099,10.376605062500001
6,2020-2039,12.6471925875
6,2040-2059,13.029804156249998
6,2060-2079,13.3880640625
6,2080-2099,14.047916812500002
7,2020-2039,14.708369031249998
7,2040-2059,15.295201312499998
7,2060-2079,15.795991374999998
7,2080-2099,16.760698218749997
8,2020-2039,14.0394305
8,2040-2059,14.69084521875
8,2060-2079,15.351266125000002
8,2080-2099,16.2368585
9,2020-2039,11.396273500000001
9,2040-2059,12.09960285625
9,2060-2079,12.578801525000003
9,2080-2099,13.305410718750002
10,2020-2039,8.158356885
10,2040-2059,8.509533097499999
10,2060-2079,8.853785218750001
10,2080-2099,9.47858378125
11,2020-2039,5.126352874999999
11,2040-2059,5.605032818750002
11,2060-2079,5.8020071206249995
11,2080-2099,6.58152073
12,2020-2039,3.244875675
12,2040-2059,3.891111562500001
12,2060-2079,4.09699816875
12,2080-2099,4.8286385625
