Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,7.055220125
1,2040-2059,7.566982350000002
1,2060-2079,8.07032070625
1,2080-2099,8.715797893749999
2,2020-2039,9.159018951875
2,2040-2059,9.58296953125
2,2060-2079,10.344844028125001
2,2080-2099,10.888924637500002
3,2020-2039,13.372780937500002
3,2040-2059,13.9433042375
3,2060-2079,14.53290421875
3,2080-2099,15.210581875
4,2020-2039,18.328352750000004
4,2040-2059,18.779075125
4,2060-2079,19.528780874999995
4,2080-2099,20.112508124999994
5,2020-2039,23.5344595625
5,2040-2059,24.0910313125
5,2060-2079,24.809097500000004
5,2080-2099,25.6345891875
6,2020-2039,29.2394986875
6,2040-2059,29.772658312499996
6,2060-2079,30.646234125000007
6,2080-2099,31.4679716875
7,2020-2039,31.843825687499997
7,2040-2059,32.5762750625
7,2060-2079,33.327727624999994
7,2080-2099,34.150378812499994
8,2020-2039,31.2427946875
8,2040-2059,31.911781249999994
8,2060-2079,32.80430025
8,2080-2099,33.625884125
9,2020-2039,27.564747625
9,2040-2059,28.401209624999996
9,2060-2079,29.106451374999995
9,2080-2099,30.088293
10,2020-2039,21.436673500000005
10,2040-2059,22.224460875000002
10,2060-2079,22.843217125
10,2080-2099,23.870508437499996
11,2020-2039,13.7875205375
11,2040-2059,14.23031329375
11,2060-2079,15.207550656249998
11,2080-2099,15.856987250000003
12,2020-2039,8.33197503375
12,2040-2059,8.801834583125
12,2060-2079,9.64966446875
12,2080-2099,10.33402724375
