Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,6.3899906812500005
1,2040-2059,6.7439551543750005
1,2060-2079,7.061698861249999
1,2080-2099,7.479030593749999
2,2020-2039,6.62013415
2,2040-2059,7.1154990246250005
2,2060-2079,7.40690002675
2,2080-2099,7.801788537499999
3,2020-2039,7.66053609375
3,2040-2059,8.145836143749998
3,2060-2079,8.463695999999999
3,2080-2099,8.901310225
4,2020-2039,9.4416688375
4,2040-2059,9.9661826
4,2060-2079,10.183018387499997
4,2080-2099,10.849949443749999
5,2020-2039,12.168504250000002
5,2040-2059,12.803265843750001
5,2060-2079,13.275002437499998
5,2080-2099,14.05382790625
6,2020-2039,16.150952625000002
6,2040-2059,16.6292036875
6,2060-2079,17.170460125
6,2080-2099,18.005053937499998
7,2020-2039,19.1950154375
7,2040-2059,19.875604875000004
7,2060-2079,20.512061124999995
7,2080-2099,21.459010125
8,2020-2039,19.356539375
8,2040-2059,19.9904776875
8,2060-2079,20.751812625
8,2080-2099,21.6227124375
9,2020-2039,16.6405320625
9,2040-2059,17.333330437500003
9,2060-2079,17.9440994375
9,2080-2099,18.7088271875
10,2020-2039,12.6349863375
10,2040-2059,13.18135803125
10,2060-2079,13.622779537500001
10,2080-2099,14.282562000000002
11,2020-2039,9.31447325625
11,2040-2059,9.7743951125
11,2060-2079,10.080381693749999
11,2080-2099,10.68354178125
12,2020-2039,7.23670223875
12,2040-2059,7.607266719375
12,2060-2079,8.041562095625
12,2080-2099,8.52585778125
